account_id,name,balance
GB13VXDK02214815648754,Danielle Williams,1710
GB69ZCVI22762267991416,Tiffany Allen,2240
GB55YBIE33989561731232,Erin Rowe,7410
GB93AGCW93724710914747,Joseph Snyder,410
GB09UGUA92688104494918,Robert Wright,850
GB84CRVV55377641553703,Scott Davis,4280
GB89HAQE54639987645442,Jeffrey Pena,2150
GB27JRVC02029131545841,Thomas Jackson,6400
GB56NVHF10435402359250,Larry Roberts,1990
GB33ASQK70160361336280,Jacob Paul,9470
GB74QZFS23901621489609,Harry Cantrell,2160
GB42CQVN09704696276658,Angelica Valenzuela,970
GB22QHZP07593531166820,Cassandra Rodriguez,3820
GB49ANRH14135166565639,Daniel Meyers,4840
GB30BFKS62513630025270,Martin Delgado,3000
GB07VEWI49503058582569,Lisa Evans,6300
GB82KNPY82555712639077,Ashley Fritz,760
GB68UDPZ26095485615893,Jason Hicks,550
GB96GYOJ94829538850669,Krystal Wagner,7190
GB69HMCQ79721493814801,Brett Ingram,9910
GB03UHJB69311179994352,Lisa Robinson,6390
GB60EPEN47574925599976,Mary Owens,3180
GB66UOKK79571909199422,Melissa Arnold,3760
GB56MCWI74121714241607,Daniel Garza,4550
GB98GPPA16698846790680,Cindy Jackson,3670
GB60SVSU45406141106666,Jason Brown,3650
GB39HDCH33350010196323,Mary Hoover,1450
GB70YSBZ66722543872775,Dr. Ryan Walters,7020
GB38XJIW58610465239676,Pamela Davis,4690
GB91WCLC54814458057108,Matthew Conner,4430
GB18GDWW89359421492391,Jessica Wise,4060
GB61AHFD54500704683186,Cameron Gilbert,2600
GB86SOYU58428809831684,Richard Reilly,2880
GB87TBZI19004580731810,Jaime Blevins,2430
GB97KZJB38915561294255,Lindsey Kennedy,840
GB68ACCJ98495675885050,Michael Buck,1460
GB86THSK95110406947845,Erica David,7570
GB59REWX31193211865568,Angela Sanchez,3770
GB25SNBT26966728261222,Andrew Wise II,7740
GB78AACP94113611154880,Angel Martinez,600
GB23UPJP77017701758926,James Rowe,8700
GB51FHFF00223153843071,Lindsey Cochran,7620
GB34DBTM52811958266737,Jennifer Morrow,4980
GB30EHWV55940448552872,Randy Lucas,9230
GB44PHYD54611823479941,Michael Clark PhD,2980
GB19WURR58138038349040,Breanna Bates,2790
GB86LBFM78517999384739,Brian Wong,1890
GB05WMJX82914034875509,Donald Gordon,5010
GB42BZLM49544601808251,Kendra Lewis,3370
GB48HQAD64614486870653,Christopher Chen,990
GB21EHKR05779285725639,James Jackson,1110
GB04JZPN28004428543168,Shannon Johnson,8230
GB07TJIJ21227891635883,Isabella Stevenson,1580
GB77FNRJ95431940587852,Tamara Cox,1670
GB25LLFN57182545947360,Kendra Miller,3380
GB52LJXO40791266177930,Sarah Guzman,8840
GB21GLRJ22431627604946,Courtney Fischer,1450
GB22YPVB96910985570678,Jillian Hanna,3260
GB69VCYN33631985172906,Leslie Johnson,110
GB54IJCT77979027059700,Laura Garcia,7890
GB64MZBQ37430639858343,Eric Gonzalez,6170
GB92SYDV74562165572658,Diane Chavez,320
GB97COMI14707486877955,Kathy Reed,4960
GB96KMUV10266760484635,Brandon Adams,4590
GB37FVLS56342955935900,Mr. Scott Johnson PhD,4340
GB56USAP09504926855014,Richard Miller,4100
GB07GRNV26843475481846,Miranda Williams,1130
GB48DJED24856080363215,Danny Montoya,3650
GB45YGMB18624137869170,Ronald Roth,9110
GB40YMCZ80111493568224,John Brooks,1760
GB03GZZR61056072367571,Billy Michael,5740
GB10DRGE19291812423428,Robert Deleon PhD,2510
GB91KROO19840314367101,Nicholas Simpson,3720
GB20CZLI77346390150612,Lauren Graham,7620
GB64WCQN75794882407178,Mark Ochoa,7230
GB81WYKE79021987774136,Justin Buck,1390
GB22DRDE06948653245371,Donald Weeks,5000
GB13LIVN92568798582445,Mark Campbell,6390
GB75TMGM67024747164055,Scott Stuart,4200
GB90CZEE91579078521407,Tracey Church,980
GB63VZVX86095567062847,James Lawson,460
GB76YQNN41894904819301,Kimberly Bennett,2960
GB30CEHJ18185935869825,Kristina Sanchez,3200
GB45HUFG90039169399178,Thomas White,2420
GB34HIFH83287232134043,Cassandra Wheeler,230
GB70FTAK75368776045346,Denise Aguilar,6830
GB68LWRY89835627394076,Clifford Johnson,7220
GB13EWFA43234924681192,Paula Monroe,3590
GB05BOPJ44887822571947,Peter Baker,2030
GB56CATF62012107336014,Scott Petersen,7200
GB54MJSI72565501227270,Tammie Rowe,6880
GB96IDBK64833853222585,Sean Harmon,2880
GB47ENNZ03841141277379,Robert Klein,7470
GB54DDZQ50736289176621,Dorothy Gonzalez,3040
GB57ZQEQ31149309139505,Tyler Duffy DDS,3140
GB65SPFX66808956213333,Jennifer Ponce,2270
GB16JOLO85384025532932,Sandra Walker,2090
GB53XUYG11596494434908,Brent Campos,7380
GB62ZRUD06470049495764,Timothy Anderson,9480
GB14KDCC25104503111277,Charles Austin,3010
GB06HLTR33531390862639,Mrs. Penny Fuller DDS,2880
GB79SVIB82740549631876,Kayla Garcia,8590
GB60VBBQ96638697796023,Dustin Smith,360
GB94FCXZ70967883629973,Marcia Wright,8010
GB41WNAQ20140170050173,Katherine Harrison,2560
GB87RCGC97140240957992,Alexander Hall,4150
GB29LCHN04340743703120,Kathleen Perez,5860
GB37EMBA71303500027672,Eileen Krause,9960
GB12TMJX05731633135017,Kelly Hamilton,8110
GB79EVZB94035166441388,Kellie Randall,7780
GB05LIUS55480815065976,Amanda Scott,7950
GB18BLHI90758600556359,Jeffrey Hill,440
GB63CWDD47261508236266,Bradley Smith,4980
GB54RKYJ30811359240839,Rebecca Vega,3570
GB35LHSZ04472104823333,Kyle Ellis,3390
GB52ZWZF14506289619772,Sarah Potter,2790
GB51ZCMG88061028632943,Vanessa Thompson,1670
GB83ZGIV72700876240964,Kathryn Moran,1180
GB93YYLA75874637500238,Cynthia Salas,4870
GB31BVQF42953812972361,Brandon Robinson,6200
GB44WLYX15382020660557,James Garrett,5500
GB10IBBM17794785402571,Tamara Cohen MD,2280
GB28JLDC04794341674967,Susan Underwood,8990
GB64BLJD44029249027501,Douglas Beck,7680
GB78NKMM15727092698687,James Barron,2020
GB52ZYWG28400703450821,John Levy,7050
GB27PEGE51359504894086,Molly Nolan,9080
GB39ONRW59594305117242,Michael Parks,1440
GB60BNXE88843503569800,Nathan Salas,5860
GB70VLKK24622012528389,Justin Barber,5250
GB49AHPB21455608168449,Brian Harmon,6760
GB64SBYV35832317832621,William Patterson,8580
GB86BWDT58953502705085,Meagan Smith,6230
GB48IUWN51495138449026,Melanie Ochoa,9990
GB94DXEE96861649334874,Barry Singh,5120
GB03QWSK47909488307039,Susan Johnson,6630
GB79RNSZ10131206700226,Jessica Adams,3210
GB25UMUI14718694114544,Nicole Miller,5250
GB85JPSS20856778207699,Lindsay Kennedy,5820
GB13KKRX34626946406815,Troy Perez,8990
GB70RHQJ68728399160743,Karen Welch,6440
GB22APGS59321516065835,Cheryl Silva,3780
GB95ORCA96886230107639,Stacy Huff,6570
GB06KYIF38317343350665,Jenna Ingram,5080
GB39MQDW06987659489502,Laurie Parker,2130
GB76EVHO08093845330028,Zachary Blake,7360
GB94JYSM28033121301651,Catherine Schroeder,2700
GB96MNUK12463233129440,Todd Rodriguez,2150
GB10HGWI07953093434190,Leslie Hansen,9810
GB63XNGL30448150525620,Valerie Wallace,60
GB36TSBP68694615844381,Ian Mills,1120
GB41HTUP66247240946826,Mr. Charles Edwards,9740
GB92TGYB25460890452036,Jordan Chang,280
GB27DJJB67079465672724,Jesse Perez,200
GB11MCJO50427085420434,Michelle Hanson,6920
GB23WRAQ82448224415933,Dylan Thomas,390
GB50APQL62670596709148,Joseph Cook,550
GB07LQAV51951563352179,Janice White,9180
GB88XWSM32196588777943,Thomas Lopez,8350
GB12LSNE10198466749228,Victoria Smith,6600
GB46KTYJ13175216623309,Jason Smith,7340
GB07CEDY63021407487052,Anthony Andrews,8070
GB77RHRN88905578554825,Christopher Guzman Jr.,4310
GB22YVTZ96736720147604,Lance Evans,4920
GB38STOJ61593897166249,Paul Melton,9510
GB31RIVY04338368921635,Sergio Hill,9900
GB48MZCE87975684125174,John Flores,3250
GB13BQVS83925582407853,Robert Elliott,3830
GB72YVLC24038420176091,Leslie Garrison,770
GB70CRUA21461424058343,Jennifer Austin,2550
GB09VLOM13110562770473,Catherine Dunn,3550
GB20GCEK03391101465405,Samuel Ingram,9940
GB13ORWE01966169689460,Rebecca Paul,1930
GB94LDVB69344050347384,Mary Banks,8630
GB21TXMZ09603991850526,Pamela Allen,720
GB41YKWI77599961804844,Justin Owens,8490
GB84ZWEF59507977147036,Lee Marsh,9870
GB05SCBI54496194093874,Julie Wade,7070
GB11YYCO64646325142963,Whitney Reeves,620
GB60XOKN21237007428658,Veronica Knapp,6230
GB19EAWC85044049321091,Michael Zimmerman,740
GB17PAYJ08372198497848,Scott Jones,9910
GB80ZBEE83494829269153,Michael Montoya,9260
GB94KSLM39124904227321,Heather Christensen,4130
GB12HAHG27105696644476,Jose Hall,3590
GB97NDRQ88329233151912,Katie Golden,8270
GB06CNWX04382392746079,Allison Thomas,9560
GB16DTWS80377581456106,Beth Cardenas,290
GB05TMSG78432876688632,Patricia Arnold,2800
GB34OHDU44033362925347,Anthony Townsend,7130
GB20KEEE01240469717892,Bobby Porter,8240
GB66TZOV24794716479655,Janet Wallace,2140
GB62NAKR56333969020710,Michael Larson,1630
GB55ADWS86543776437787,Kevin Mcclure,2390
GB44KEFI60589122313845,Vanessa Mata,6340
GB05BVOQ54772819665977,Anthony Webb,1430
GB13GGTD68824223121213,George Lee,8130
GB62WMJR11714956100553,Peter Garcia,8510
GB06ROMF83374442693329,Debra Long,2220
GB18IAWT22029674929635,Tracie Clark,5400
GB26ESEB92235764656872,Christopher Harmon,1740
GB13DQOU80785433457320,Tyler Manning,3200
GB28FOSV16797537089232,Courtney Vega,650
GB92ORHE60723300741280,Jessica Martinez,9980
GB47BMMQ76173816355887,Kristin Salazar,1080
GB47UUCF16205475272408,David Martinez,4730
GB95TLQO09463074625976,Catherine Jones,3640
GB34YCWL31867661088526,Mike Gomez,5870
GB23TMPJ83188567138826,Juan Olson,6670
GB97RMVT55464346797231,Thomas Coleman,7330
GB24RBNS68599669379585,Susan Tucker,7510
GB85KZIC12756925139941,Sara Norton,3610
GB71WWBE87637637505429,Mark Buck,5120
GB39GOWQ50694239897136,Kelly Fitzgerald,8350
GB86PUUE79513281889147,David Phillips,3450
GB98AEGC27605374725261,Mitchell Peck,260
GB30QCAV99301946046367,Michael Edwards,2400
GB68YLYX43599762823809,Tiffany Murphy,3640
GB87WKUU04565680548711,Robin Keller,2550
GB14HQVA86482235816558,Edward Trevino,1110
GB91IWEH50722111224416,Carmen Smith,7130
GB40CDFU76505234279424,Shane Goodman,9580
GB30AYST11887252310360,Teresa Jackson,570
GB78SVZM48993775302003,Felicia Daniels,5490
GB27SAWR81034345641478,Barbara Moore MD,5450
GB51FZXL45936150518841,David Robertson,7890
GB41EZEI51909686377858,Margaret Peters,3640
GB50NZDE57320590039179,Mr. Steven Herring,4360
GB27XJNW45468840221143,David Pennington,8590
GB49XHEN07434051937541,Vernon Mcdaniel,690
GB24JKTN46167103942667,Mr. James Williamson,6460
GB17FXHQ46648981554708,Craig Harvey,1180
GB80XLJD47844150294039,Johnny Casey,2390
GB58QIZV57544389756682,Dr. Kristen Elliott DVM,4060
GB15RCNM33241669134326,Elizabeth Spencer,8720
GB77FRPP64650294704384,Jamie Perry,6200
GB75XGFV50026288895827,Kirsten Simmons,7010
GB06XBIQ20408064418696,Margaret Johnson,600
GB34WSAC04046773391197,Grant Thomas,450
GB43NNXQ84231842008440,Courtney Huynh,7340
GB81OAXU06713768405053,Cynthia Dunn,8190
GB70UMWW07521542045741,Christopher Jackson,4560
GB78CMRH46293749469694,Jason Gallagher,8100
GB03SXMA68993029058173,Alex Nunez,940
GB95TMGT21135900677736,Scott Shepherd,4320
GB27DIHA39030527744222,Mercedes Elliott,8510
GB77MTAX37413888683991,Nicholas Parker,9330
GB84CJGR45086777878790,Nicholas Davis,8440
GB16UTHZ46153813402798,Randy Hudson,9680
GB51SQRK82199682231530,Margaret Jordan,3950
GB10VWOW09233656507898,Claire Ray,1080
GB26ZERX06432145357655,Michele West,6790
GB63LAWB62801875311557,Tracey Johnson,1630
GB09BMWS66922802335428,Carlos Fleming,4100
GB90TUJQ96718866784413,Robert Hawkins,3010
GB91MZDO92400493457210,Sheryl Johnson,510
GB60YCKY19574033780857,Lindsey Mejia,5070
GB30IFXZ23595781252922,Brandon Vaughn,5180
GB74OQDS46588153801674,David Brown,8580
GB81DOYM78308541561921,Sherry Horne,6520
GB89PMLY29958211565059,Marie Joyce,6560
GB04NPEP83017257357199,Tyrone Mcdonald,4740
GB95ZEZS29836675415353,Natalie Powell,7710
GB66SHOM63592635408499,Gregory Hernandez,8670
GB43AEYL22906965810461,Edward Robinson,9710
GB89HLFH04967652277943,Tony Harmon,3970
GB24TTSO53409244143351,Robert Ramsey,1470
GB95ZBWW91307516177820,John Gallegos PhD,5280
GB73AEIO38486888067870,Jason Sanchez,950
GB64OILU43799282935211,Caroline Moore,2040
GB77SHET15953653955164,Steven Lynch,5590
GB58EHOJ21753406863295,Shelly Knight,9270
GB10IZLM45100555738524,Mary Townsend,7220
GB27PIMY55067872465872,Kristen Newman,8750
GB55NSFD59123988372762,Mark Chen,1150
GB34YBJE88917058532688,John Harrington,3670
GB34RDVQ65035182789418,Jason Ellis,6200
GB84KYEH04818860492673,Laurie Morales,1330
GB92BENU57808751223528,Eric York,7540
GB03BLEA37723577341122,James Allen,9270
GB90RGZC61609736079049,Traci Mack,9960
GB48BMGM69745984086633,Kayla Sanders,4730
GB82DNVC98772443782930,Joseph Hopkins,1050
GB08ZSOK58958512839375,Ashley Young,2230
GB63NZKB23255199919735,Alyssa Benson,2610
GB41QAPQ64268157058605,Fernando Taylor,5850
GB85STYQ90957177810808,Lawrence Booth,9830
GB83RRJQ69677222631260,Christopher Massey,3580
GB11HZLT00445365584284,Deborah Bryant,4410
GB69RCFB27307901256690,Mark Norris,3860
GB41EUZY13315577262191,Michael Love,3570
GB68GRDG52910632964487,Tamara Thomas,5530
GB29PQRP96769607885259,Tracy Peterson,4830
GB61AASW98329670063788,Gabriella Brooks,1810
GB52YGBR78937383657989,Brittany Anderson,2010
GB66HPWO72401465775291,Hunter Cook,1040
GB39DNCC66684713221039,Jennifer Shaffer,6490
GB85VWVY29658854137273,Nancy Gilmore,5870
GB71GOQD50667747708186,Megan Jones,9320
GB77ZCFT67467029649024,Alec Fowler,4010
GB98DUJU73466454668230,Kara Snow,7170
GB54ZQLE64039628711649,Kimberly Sims,1310
GB84LOCX44238775031273,Kayla Vasquez,8150
GB49BAIM00843950624035,Brett Walsh,6510
GB81IFGP80845221326228,Alexandra Chaney,2280
GB35HRFA77401789178903,Latoya Cannon,6500
GB14SAHK37874342932081,Johnny Baker,8650
GB55CTFP19926586415525,Ryan Reyes,8630
GB68MHHW78125636671450,Austin Sims,8160
GB82TOPS75454491088322,Elizabeth Thompson,7860
GB95NNXD00807768344201,Kelly Butler,3740
GB96GGIX85619081459580,James Johnson DDS,5410
GB43XVNZ38812643450766,Donald Wallace,3340
GB03LWTD44412894706940,Michael Perkins,4500
GB89SXOW27125600015996,Thomas Rogers,7850
GB46IFID09672636201340,Casey Long,4340
GB37UOSU59575332419643,Nicole Smith,4480
GB09UDHQ21062881707742,Audrey Riley,1590
GB73OOZW05862858913770,Christian Carson,6980
GB33WASS03182503896708,Natalie Christian,4220
GB68QBTF85418929242055,Curtis Jacobs,170
GB77YQKJ95865654600841,Karen Wilson,8240
GB91DZBU19568173809183,Megan Shelton,2050
GB52ZDIX12914015168310,Rebecca Perez,8360
GB62JOGZ82935470472908,Robert Paul,7960
GB51CRVV33910076449807,Diana Dillon,5630
GB36NOSU79191499594947,Sean Bradley,6900
GB18VQON78804369318080,Jennifer Jackson,3710
GB27LVMX05781031033371,Brittany Black,1730
GB06XWMN46633962703739,Mary Guzman,9330
GB63GYQN19065790270315,Whitney Jackson DDS,9970
GB78UUQI15235459854710,Cynthia Davidson,1500
GB06SZSI36995942594298,Alexis Simmons,3780
GB57RYNJ84838290030013,Edward Adams,3670
GB76NKZM67666503666991,Rebecca Garcia,5950
GB79FWLL77498586869777,Stephen Williams,7390
GB26TYZD99118287642600,Austin Lane,490
GB83ITUE66476905946932,Alexandria Torres,1690
GB42RMEF46156019507525,Carolyn Cox,6250
GB58TXZG93558882336719,Melissa Harper,1990
GB91NIXU96616186458322,Diana Patrick,810
GB67GXPB57814414446458,Aaron Ryan,9020
GB13DJBL28446954832347,Lauren Lam,2330
GB09HMBZ33025112153511,Michaela White,4370
GB22ZKTU55087811562799,Randy Cowan,5730
GB35MOMR07539779862144,John Hopkins,9820
GB12RFKC26031544882021,Jason Jenkins,9160
GB49YJBR75643580981054,Susan Walker,9080
GB34BBLT34771324833563,Andrea Hill,8670
GB26QZMG77489220315512,Matthew Shepard,5110
GB23MTDX62722246370061,Sarah Hall DDS,7680
GB45SVOP51113302535199,Paul King,8600
GB25NORA39351801886440,Heather Hunt,5080
GB21QEGM51533543975483,Timothy Harris,5900
GB97JCCA58963261805954,Bradley Jackson,5410
GB86HZHO17095280290563,Tina Green,4320
GB47YHYR29398504198288,Allison Roach,810
GB84AZUS86784958843691,Brian Johnson,9050
GB69IWNL33287025405837,John Rhodes,9570
GB37TFAH61245598427424,Vanessa Horn,8030
GB88OZQV19943353508638,Kevin Vega,1760
GB49OQFL02461562240387,Evan Bell,520
GB46INYH23805834293519,Amanda Martin,6600
GB28DGOA55534547539038,Jessica Campbell,7550
GB29EPVK60382429738413,Casey Gray,5180
GB67PQXH52230227945386,Catherine Alvarado,4260
GB73GIDZ86211033276094,Kristen James,1060
GB87ZJIV85790870432629,Justin Morris,8950
GB98JOVK01788678420946,Michael Green,7200
GB80UCEY62038768309850,Alexandra Roberts,8520
GB15FKNO98498598756365,Anne Wagner,6920
GB40JTTG85426436826075,Emily Rowe,3410
GB14SGVN33501543050813,Valerie Gamble,7870
GB66OVGV99394394806712,Chad Taylor,8010
GB26EOCD17839974197320,Rhonda Lee,8600
GB10MYHZ61796273354564,Michael Mills,9450
GB72QDEZ03024071789647,Allen Jones,6470
GB70EBXO34019432026683,David Combs,550
GB66CJNH68867925093335,Bruce Gomez,5670
GB02SYRG40030941218021,Teresa Collins,1740
GB11TZTR72375802450883,Derek Jordan,6360
GB33DAOI03969855368978,Amber Stewart,1500
GB96GWAU88445987592890,Tyler Richards,5150
GB42KNPP38157330111189,April Johnston,3230
GB41MJZV95559433481508,Amanda Kelley,1730
GB15PFJE31101370972795,Elizabeth Dawson DDS,1240
GB77BBRI11145275914569,Morgan Caldwell,5760
GB59OGJW98925301632585,Brian Bailey,3130
GB19SYCC40480016246574,Bonnie Melton,5980
GB40WUAL93821611848814,Kayla Chen,2920
GB15ENBS81634170979146,Darren Payne,9520
GB24QACE36082093971323,Heidi Gomez,9630
GB72LTOD84073219484251,David Cruz,8790
GB84XFXX99809942805898,Maxwell Simmons,4540
GB60ZEFI08608855780207,Kenneth Shaw,9130
GB25EOWC06386343309165,Jeffrey Leon,2220
GB83KIIA00977209855906,Joshua Garcia,2530
GB32WHPP72361958386426,Sharon Hoffman,1730
GB43FBJT81656999233986,Kathryn Mendez,8360
GB65JYNJ80171613212711,Erin Riley,1600
GB58TFQZ63170085355750,John Robles,7350
GB68CPWV89283422909746,Douglas Richmond,4950
GB35UPXI14255497940751,Darren Zimmerman,3850
GB22TVDQ21674027369753,David Johnson,9580
GB79WOZQ35199365574687,Hailey Lopez,3600
GB47PEXS70697102515534,Marie Ho,1830
GB05PGEG88708114093020,Bill Evans,4760
GB66HCHJ48783802916224,Kevin Reyes,3490
GB48LYVI46969510438970,Renee Archer,8060
GB12SWBI34758634212345,Hannah Prince,7970
GB57KRYW15986529687452,Cindy Meadows,4350
GB49NONU06378301723179,Thomas Russell,6470
GB11DHLC13418840086418,Gary Robinson,2350
GB75HMNL69309791818604,Jacob Harris,3240
GB42YMGG51890906069876,Cheryl Larson,6610
GB91HHPW00744166349550,Jeffrey Houston,370
GB72UWUW30160143638360,Samantha Smith,5450
GB98XNCP24691003197829,Sherri Martinez,430
GB44XLYO49945384237441,Wesley Adams,5550
GB21YICV57032964936613,Joseph Turner,7040
GB09WXHW24802092883075,Alexandra Thompson,9110
GB70FIUR22175461060103,Jeffrey Morris,7790
GB07GZCI31622488135174,Elizabeth Rodriguez,3370
GB74LLJE42273877376000,James Black,7470
GB40NFJI14170541525010,Nicole Hanson,9170
GB95WONV23683308836817,Taylor Lee,150
GB63RDSO62280090481143,Vincent English,2210
GB70NUZT80120131401923,Stephanie Hill,9610
GB85LILB99368997376484,Elizabeth Smith,2250
GB27OUBW23069367872615,Shannon Miranda,9280
GB80FZVE70552430128658,Sarah Monroe,1210
GB35GNAV15892637183880,Justin Harris,9380
GB60BJYH86362892577341,Christopher Aguilar,6630
GB15KNWW09705332731894,Timothy Stephens,7400
GB15QHME42345732661574,Amanda Riddle,8470
GB02JQJS23210882753147,Mark Phillips,3490
GB44EISI14994890958848,Antonio Harris,3860
GB04IXGF43711666166994,Sandra Hill,7090
GB57RLOY12539275117622,Ryan Martinez,4200
GB74YUHG34349727185432,Victoria Roberts,680
GB44MXII66802188204625,Jeremy Cannon,9370
GB11TMFV71130495675199,Jordan Hamilton,4540
GB15XLJD27657348666112,Kimberly Hale,4320
GB46LFOQ12602693112287,Kevin Thomas,3610
GB62FAUX58334386392923,John Erickson,6590
GB95KSQZ37322719315265,Cynthia Mann,1850
GB76TGYW94154133262585,Sean Grimes,6130
GB49TEFD83919964999648,Terri Mora,140
GB50PEHD25236461186968,Sarah Beck,8340
GB80BLWX91994998787965,Beth Wilson,3110
GB05NYXG60221107635922,Seth Mcintyre,1110
GB85GXSI85896490261536,Jamie Juarez,9230
GB44UXER68260480224150,Andrew Smith,3470
GB17FBVU72982686089272,Brent Santiago,9330
GB28HJEZ54488014887944,Keith Hebert Jr.,5010
GB12ZNYC56973227398309,Vincent Macdonald,5120
GB51FXNE34073917204728,Tim Norman,5900
GB42RCVA09626024226320,Charles Hunt,8360
GB58CIYH39587950462081,Eric Ford,2330
GB69KGHG79117371204495,Robert Garrett,1620
GB97IZQW98366793787741,Courtney Jensen,3630
